species,date_of_search,family,lon,lat,year,country
Leopardus geoffroyi,2021-05-04,Felidae,-69.01667,-33.566666,1923,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.707947,-24.116671,1923,AR
Leopardus geoffroyi,2021-05-04,Felidae,-71.5196,-42.06511,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.638542,-38.006246,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.839989,-37.154277,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.148254,-34.790854,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.510786,-36.265284,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.839989,-37.154277,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-71.350746,-40.155819,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.115833,-29.864645,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58,-23,NA,PY
Leopardus geoffroyi,2021-05-04,Felidae,-58,-23,NA,PY
Leopardus geoffroyi,2021-05-04,Felidae,-58,-23,NA,PY
Leopardus geoffroyi,2021-05-04,Felidae,-60.04999,-25.0627,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.34995,-25.5667,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.08139,-25.02649,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.08139,-25.02649,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.08139,-25.02649,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.08139,-25.02649,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.08139,-25.02649,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.13671,-25.13998,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.13051,-25.17069,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.17324,-25.12037,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.17324,-25.12037,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.17324,-25.12037,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.13209,-25.17164,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.29681,-31.90596,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.2132,-31.86849,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.2695,-31.86338,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09979,-28.03615,2008,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09515,-28.00928,2009,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.01498,-27.99913,2006,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.13038,-28.04515,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09669,-28.03335,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.12214,-28.04064,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.00348,-28.0007,2006,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.01753,-27.9989,2008,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.00961,-27.96612,2009,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.56321,-31.68037,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.45405,-31.50828,2007,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.47598,-31.52232,2006,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.30326,-31.33258,2003,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.38849,-31.76114,2005,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.80003,-31.93334,1950,AR
Leopardus geoffroyi,2021-05-04,Felidae,-61.37036,-24.49254,1995,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.38317,-30.1121,1937,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.38317,-30.1121,1937,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.13837,-30.44977,1967,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.13837,-30.44977,1966,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.81134,-31.72488,2008,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.61248,-32.05227,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.46892,-31.51279,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.23602,-31.22981,2005,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.68169,-31.59919,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.862937,-34.173237,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.026256,-37.15553,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.507685,-33.808295,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-63.402237,-27.717321,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-71.142877,-41.043629,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-71.07354,-39.94722,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-61.75874,-38.125673,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-61.75874,-38.125673,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-61.75874,-38.125673,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.704859,-23.162614,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-61.706575,-23.570515,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.284731,-36.19384,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.026256,-37.15553,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.578601,-32.124566,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.578601,-32.124566,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.578601,-32.124566,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-63.339353,-23.24864,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.511691,-29.857547,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.466776,-31.298316,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.894165,-26.034903,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-62.026107,-24.232299,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.416453,-34.578589,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.930607,-34.303025,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.444364,-31.371524,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.869773,-34.230186,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.148254,-34.790854,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.148254,-34.790854,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.857024,-25.212188,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.833121,-36.183213,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.861146,-37.004121,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.333948,-25.564091,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.197347,-34.044406,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.110913,-34.560336,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-60.026256,-37.15553,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-68.492917,-38.252319,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.521165,-38.005809,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.704859,-23.162614,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-68.225397,-29.31454,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-68.225397,-29.31454,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.770744,-23.776382,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.436334,-34.608724,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.436334,-34.608724,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-55.535604,-27.315833,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.521068,-28.921099,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.521068,-28.921099,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.521068,-28.921099,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-68.225397,-29.31454,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.80835,-24.07105,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.591117,-34.419126,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09979,-28.03615,2008,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09515,-28.00928,2009,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.01498,-27.99913,2006,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.13038,-28.04515,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.09669,-28.03335,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.12214,-28.04064,2004,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.00348,-28.0007,2006,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.01753,-27.9989,2008,AR
Leopardus geoffroyi,2021-05-04,Felidae,-58.00961,-27.96612,2009,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.521165,-38.005809,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.792924,-28.370212,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.501772,-30.926783,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-69.105762,-33.024704,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.90971,-41.146245,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.638542,-38.006246,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.638542,-38.006246,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.597159,-37.969601,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.521068,-28.921099,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.049217,-32.216397,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-67.885336,-43.993755,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-65.588325,-27.35187,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-59.314875,-33.139224,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-66.879552,-30.044712,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-66.879552,-30.044712,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.251912,-23.268447,NA,AR
Leopardus geoffroyi,2021-05-04,Felidae,-64.573193,-31.908587,NA,AR
Leopardus guttulus,2021-05-04,Felidae,-49.589683,-25.921713,2018,BR
Leopardus guttulus,2021-05-04,Felidae,-46.199262,-23.248583,2012,BR
Leopardus guttulus,2021-05-04,Felidae,-48.626523,-21.212646,2013,BR
Leopardus guttulus,2021-05-04,Felidae,-47.4,-22.56,1987,BR
Leopardus guttulus,2021-05-04,Felidae,-46.33,-23.96,2004,BR
Leopardus guttulus,2021-05-04,Felidae,-46.549722,-23.110278,1993,BR
Leopardus guttulus,2021-05-04,Felidae,-46.712778,-21.305556,NA,BR
Leopardus guttulus,2021-05-04,Felidae,-51.828889,-27.169849,2020,BR
Leopardus guttulus,2021-05-04,Felidae,-46.74273,-22.87518,2020,BR
Leopardus guttulus,2021-05-04,Felidae,-50.673909,-29.522734,2019,BR
Leopardus guttulus,2021-05-04,Felidae,-55.572742,-24.137897,2014,PY
Leopardus guttulus,2021-05-04,Felidae,-52.000431,-30.1359,2016,BR
Leopardus guttulus,2021-05-04,Felidae,-40.635833,-19.926111,2009,BR
Leopardus guttulus,2021-05-04,Felidae,-42.133889,-19.790278,NA,BR
Leopardus guttulus,2021-05-04,Felidae,-40.656944,-19.738889,2002,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,2001,BR
Leopardus guttulus,2021-05-04,Felidae,-40.529722,-20.100556,1999,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,1998,BR
Leopardus guttulus,2021-05-04,Felidae,-41.868333,-20.433333,1997,BR
Leopardus guttulus,2021-05-04,Felidae,-40.072222,-19.391111,1995,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,1992,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,1991,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,1990,BR
Leopardus guttulus,2021-05-04,Felidae,-40.600278,-19.935556,1954,BR
Leopardus guttulus,2021-05-04,Felidae,-40.630556,-19.539444,1988,BR
Leopardus guttulus,2021-05-04,Felidae,-43.233334,-22.9,NA,BR
Leopardus guttulus,2021-05-04,Felidae,-47.75,-24.25,1961,BR
Leopardus jacobita,2021-05-04,NA,NA,NA,NA,NA
Leopardus tigrinus,2021-05-04,Felidae,-77.843596,-0.468614,2019,EC
Leopardus tigrinus,2021-05-04,Felidae,-76.14253,6.330025,2020,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.290322,6.917497,2020,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.353607,4.02064,2020,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.353607,4.02064,2020,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.353607,4.02064,2020,CO
Leopardus tigrinus,2021-05-04,Felidae,-52.73528,4.0705,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-53.43138,3.73168,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-53.26107,3.69234,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-52.13713,4.58023,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-52.07192,4.10751,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-53.2178,2.44257,2010,GF
Leopardus tigrinus,2021-05-04,Felidae,-71.339167,4.790352,1911,CO
Leopardus tigrinus,2021-05-04,Felidae,-39.455278,-13.048056,NA,BR
Leopardus tigrinus,2021-05-04,Felidae,-36.7396,-9.6701,2019,BR
Leopardus tigrinus,2021-05-04,Felidae,-78.746578,-0.085994,2020,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.531826,0.332338,2011,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.535835,0.372442,2011,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.071014,0.391808,2014,EC
Leopardus tigrinus,2021-05-04,Felidae,-77.12546,0.64538,2019,CO
Leopardus tigrinus,2021-05-04,Felidae,-78.076213,0.258119,2018,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.133499,0.394435,2018,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.136253,0.390673,2015,EC
Leopardus tigrinus,2021-05-04,Felidae,-78.179465,0.291871,2018,EC
Leopardus tigrinus,2021-05-04,Felidae,-54.033203,-12.499641,1800,BR
Leopardus tigrinus,2021-05-04,Felidae,-43.343,-21.762,NA,BR
Leopardus tigrinus,2021-05-04,Felidae,-75.994834,5.674398,2019,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7399,4.8995,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-82.794635,8.946157,2019,CR
Leopardus tigrinus,2021-05-04,Felidae,-75.595737,4.999158,2018,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.354341,4.950273,2009,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.474891,5.048364,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.412255,4.779593,2009,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.377386,5.022781,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.416444,4.831361,2009,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.515705,4.944095,1985,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.481667,5.065833,2002,CO
Leopardus tigrinus,2021-05-04,Felidae,-53.417222,-27.415278,2013,BR
Leopardus tigrinus,2021-05-04,Felidae,-52.083444,-30.140472,2012,BR
Leopardus tigrinus,2021-05-04,Felidae,-54.854503,-28.122883,2012,BR
Leopardus tigrinus,2021-05-04,Felidae,-51.087389,-29.172611,2012,BR
Leopardus tigrinus,2021-05-04,Felidae,-53.59769,-28.77884,2013,BR
Leopardus tigrinus,2021-05-04,Felidae,-47.867041,-11.491924,2013,BR
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.086,4.947417,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.22141,6.52234,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.41068,1.20963,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.32541,6.57661,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.41068,1.20963,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.40492,1.21095,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.07475,5.2155,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.163194,5.299806,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.337659,4.983208,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.22141,6.52234,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.40492,1.21095,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.22247,6.54946,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.013694,5.111806,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.32541,6.57661,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.078694,4.972833,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.113194,5.264528,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.32541,6.57661,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.07475,5.2155,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.113194,5.264528,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.032806,5.091583,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.032806,5.091583,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.113194,5.264528,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.41261,1.2082,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.070388,5.529,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101028,5.22925,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.26387,6.58888,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.046278,5.193444,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.091389,4.9375,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.046278,5.193444,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.020889,5.455306,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.41531,1.20831,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.045361,5.065083,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.091389,4.9375,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.40575,1.20578,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101472,1.638889,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.101185,5.660886,2019,CO
Leopardus tigrinus,2021-05-04,Felidae,-83.91667,9.65,1931,CR
Leopardus tigrinus,2021-05-04,Felidae,-76.479,4.02402,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.41657,4.20148,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.435459,4.121359,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.398263,4.173275,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.498199,4.012796,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.422501,4.130926,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.41473,4.19576,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.39789,4.23017,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.4236,4.20356,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.382782,4.086247,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.39735,4.084229,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.382263,4.08799,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.505409,5.687215,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.346278,2.770167,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2015,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2012,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.480528,4.45175,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.501278,4.461,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.495361,4.469028,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.01516,4.00277,2018,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.009096,-6.276945,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.114359,-6.316287,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.113795,-6.11408,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.013748,-6.082156,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.01269,-6.333351,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.141353,-6.147919,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.131957,-6.211336,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.165857,-6.390815,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.055606,-6.310482,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.069074,-6.39377,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-77.121023,-6.243201,2017,PE
Leopardus tigrinus,2021-05-04,Felidae,-78.74142,0.281768,2015,EC
Leopardus tigrinus,2021-05-04,Felidae,-48.1734241389839,-21.7428916503512,2013,BR
Leopardus tigrinus,2021-05-04,Felidae,-75.710278,4.090194,2017,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.388889,5.229442,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.62,4.671667,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-37.833332,-5.666667,NA,BR
Leopardus tigrinus,2021-05-04,Felidae,-73.38045,4.704226,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-74.01258,4.79882,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.98954,4.79384,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.98954,4.79384,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.98105,4.80113,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-74.02561,4.81822,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-74.002222,4.789222,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.0652,3.546531,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.173442,3.396753,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.043867,3.58455,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.12805,3.869506,2014,CO
Leopardus tigrinus,2021-05-04,Felidae,-77.248056,5.6805,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.695467,5.097631,1983,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.393133,5.008811,2003,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.025971,5.502466,2001,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
