species,date_of_search,family,lon,lat,year,country
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.810767,6.08862,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.810767,6.08862,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.800556,6.06972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.794722,6.05639,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.7925,6.04972,2016,CO
Leopardus tigrinus,2021-05-04,Felidae,-73.128472,5.868806,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-66.87,10.55,1965,VE
Leopardus tigrinus,2021-05-04,Felidae,-62.37,7.18,1966,VE
Leopardus tigrinus,2021-05-04,Felidae,-73.0987,6.13823,1997,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.541389,3.785,2013,CO
Leopardus tigrinus,2021-05-04,Felidae,-59.51666,2.83333,1966,GY
Leopardus tigrinus,2021-05-04,Felidae,-59.51666,2.83333,1963,GY
Leopardus tigrinus,2021-05-04,Felidae,-59.51666,2.83333,1962,GY
Leopardus tigrinus,2021-05-04,Felidae,-59.08242,2.83333,1963,GY
Leopardus tigrinus,2021-05-04,Felidae,-59.08242,2.83333,1973,GY
Leopardus tigrinus,2021-05-04,Felidae,-77.01,2.24,1959,CO
Leopardus tigrinus,2021-05-04,Felidae,-41.2851,-11.28517,NA,BR
Leopardus tigrinus,2021-05-04,Felidae,-76.1156,4.255,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.1156,4.255,1959,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.91142,1.229191,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.91142,1.229191,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.82,6.86,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.68,6.92,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.82,5.6,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.15,7.07,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.88,5.66,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.91,6.73,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.52,6.57,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.4,6.49,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.46,6.65,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.61,5.75,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.79,5.8,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.42,6.97,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.72,5.67,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.67,6.61,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.29,6.73,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.07,6.91,NA,CO
Leopardus tigrinus,2021-05-04,Felidae,-53.85937,-25.67961,1994,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.45596,-25.68748,2000,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.50073,-25.66061,2002,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44669,-25.68408,1999,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44981,-25.68158,2003,AR
Leopardus tigrinus,2021-05-04,Felidae,-76.95,2.666667,1958,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.416667,2.4,1955,CO
Leopardus tigrinus,2021-05-04,Felidae,-76.4,2.5,1958,CO
Leopardus tigrinus,2021-05-04,Felidae,-69.166664,-14.183333,1951,PE
Leopardus tigrinus,2021-05-04,Felidae,-69.166664,-14.183333,NA,PE
Leopardus tigrinus,2021-05-04,Felidae,-69.166664,-14.183333,1950,PE
Leopardus tigrinus,2021-05-04,Felidae,-74.083333,4.6,1952,CO
Leopardus tigrinus,2021-05-04,Felidae,-74.083333,4.6,1952,CO
Leopardus tigrinus,2021-05-04,Felidae,-74.083333,4.6,1952,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.983333,1.616667,1951,CO
Leopardus tigrinus,2021-05-04,Felidae,-75.316666,-11.05,1948,PE
Leopardus tigrinus,2021-05-04,Felidae,-75.533333,-10.066667,1913,PE
Leopardus tigrinus,2021-05-04,Felidae,-45.25,-5.5,1924,BR
Leopardus tigrinus,2021-05-04,Felidae,-76.883333,2.533333,1955,CO
Leopardus tigrinus,2021-05-04,Felidae,-54.853078,-26.822228,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-55.83608,-25.258146,1932,PY
Leopardus tigrinus,2021-05-04,Felidae,-48.72427,-24.536493,1929,BR
Leopardus tigrinus,2021-05-04,Felidae,-55.83608,-25.258146,1932,PY
Leopardus tigrinus,2021-05-04,Felidae,-56.087463,-32.546059,NA,UY
Leopardus tigrinus,2021-05-04,Felidae,-71.174284,8.562993,1921,VE
Leopardus tigrinus,2021-05-04,Felidae,-48.109189,-24.524876,1929,BR
Leopardus tigrinus,2021-05-04,Felidae,-55.83608,-25.258146,1932,PY
Leopardus tigrinus,2021-05-04,Felidae,-55.83608,-25.258146,1931,PY
Leopardus tigrinus,2021-05-04,Felidae,-48.109189,-24.524876,1929,BR
Leopardus tigrinus,2021-05-04,Felidae,-54.64959,-27.0333,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-53.85937,-25.67961,1994,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.45596,-25.68748,2000,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.50073,-25.66061,2002,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44669,-25.68408,1999,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44981,-25.68158,2003,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.45527,-25.68159,2004,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.16541,-25.69786,2006,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44971,-25.68405,2003,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.8,-26.61667,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.8,-26.61667,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.8,-26.61667,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.277707,-26.767171,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.687832,-27.02369,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.753515,-26.566243,NA,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.45527,-25.68159,2004,AR
Leopardus tigrinus,2021-05-04,Felidae,-54.44971,-25.68405,2003,AR
Leopardus tigrinus,2021-05-04,Felidae,-80.033,-2.167,1991,EC
Leopardus tigrinus,2021-05-04,Felidae,-79.583,-1.333,1991,EC
Leopardus tigrinus,2021-05-04,Felidae,-80.717,-1.567,1991,EC
Leopardus tigrinus,2021-05-04,Felidae,-59.25,3.25,1993,GY
Leopardus tigrinus,2021-05-04,Felidae,-79.35,-2.567,1991,EC
Leopardus tigrinus,2021-05-04,Felidae,-76.133,-9.633,1975,PE
Leopardus tigrinus,2021-05-04,Felidae,-83.526,9.474,1967,CR
Leopardus tigrinus,2021-05-04,Felidae,-83.667,9.5,1967,CR
Leopardus guigna,2021-05-04,Felidae,-73.974358,-42.334277,2019,CL
Leopardus guigna,2021-05-04,Felidae,-72.660522,-46.59801,2021,CL
Leopardus guigna,2021-05-04,Felidae,-72.7632,-41.281839,2021,CL
Leopardus guigna,2021-05-04,Felidae,-73.030766,-41.35856,2020,CL
Leopardus guigna,2021-05-04,Felidae,-71.315318,-33.225242,2020,CL
Leopardus guigna,2021-05-04,Felidae,-72.37619,-40.237684,2020,CL
Leopardus guigna,2021-05-04,Felidae,-71.324037,-35.295957,2019,CL
Leopardus guigna,2021-05-04,Felidae,-71.207556,-35.222819,2020,CL
Leopardus guigna,2021-05-04,Felidae,-73.71259,-41.887522,2016,CL
Leopardus guigna,2021-05-04,Felidae,-71.36819,-35.319479,2019,CL
Leopardus guigna,2021-05-04,Felidae,-72.538199,-35.925985,2020,CL
Leopardus guigna,2021-05-04,Felidae,-71.714354,-34.621683,2020,CL
Leopardus guigna,2021-05-04,Felidae,-71.704419,-34.792071,2020,CL
Leopardus guigna,2021-05-04,Felidae,-71.922559,-39.397843,2019,CL
Leopardus guigna,2021-05-04,Felidae,-73.912664,-42.647971,2017,CL
Leopardus guigna,2021-05-04,Felidae,-73.05,-41.1167,1954,CL
Leopardus guigna,2021-05-04,Felidae,-73.05,-41.1167,1954,CL
Leopardus guigna,2021-05-04,Felidae,-72.71667,-37.8,1932,CL
Leopardus guigna,2021-05-04,Felidae,-72.38333,-38.05,1947,CL
Leopardus guigna,2021-05-04,Felidae,-73.15,-40.56667,1949,CL
Leopardus guigna,2021-05-04,Felidae,-72.6524380546104,-37.8536959970005,1961,CL
Leopardus guigna,2021-05-04,Felidae,-72.6524380546104,-37.8536959970005,1961,CL
Leopardus guigna,2021-05-04,Felidae,-72.71667,-37.8,1943,CL
Leopardus guigna,2021-05-04,Felidae,-72.9857897097761,-37.8203590702036,1952,CL
Leopardus guigna,2021-05-04,Felidae,-72.6,-38.73333,1908,CL
Leopardus guigna,2021-05-04,Felidae,-72.6524380546104,-37.8536959970005,1961,CL
Leopardus guigna,2021-05-04,Felidae,-71.67176,-37.46667,1961,CL
Leopardus guigna,2021-05-04,Felidae,-72.71667,-37.8,1952,CL
Leopardus guigna,2021-05-04,Felidae,-72.71667,-37.8,NA,CL
Leopardus guigna,2021-05-04,Felidae,-72.6191372006395,-38.7870264772532,1907,CL
Leopardus guigna,2021-05-04,Felidae,-71.48766,-41.26081,2011,AR
Leopardus guigna,2021-05-04,Felidae,-71.61294,-41.28661,2011,AR
Leopardus guigna,2021-05-04,Felidae,-71.65805,-40.62861,2010,AR
Leopardus guigna,2021-05-04,Felidae,-71.59201,-41.31251,2010,AR
Leopardus guigna,2021-05-04,Felidae,-71.62463,-41.27776,2010,AR
Leopardus guigna,2021-05-04,Felidae,-71.59282,-41.31111,2010,AR
Leopardus guigna,2021-05-04,Felidae,-71.59064,-41.30885,2009,AR
Leopardus guigna,2021-05-04,Felidae,-71.26667,-33.016666,1924,CL
Leopardus guigna,2021-05-04,Felidae,-71.566666,-33.033333,1922,CL
Leopardus guigna,2021-05-04,Felidae,-74.116669,-43.349998,1923,CL
Leopardus guigna,2021-05-04,Felidae,-72.400001,-39.849998,1923,CL
Leopardus guigna,2021-05-04,Felidae,-71.529584,-41.973001,NA,AR
Leopardus guigna,2021-05-04,Felidae,-71.540802,-36.782606,NA,CL
Leopardus guigna,2021-05-04,Felidae,-71.59064,-41.30885,2009,AR
Leopardus guigna,2021-05-04,Felidae,-71.59064,-41.30885,2009,AR
Leopardus guigna,2021-05-04,Felidae,-71.80008,-41.04262,1984,AR
Leopardus guigna,2021-05-04,Felidae,-71.75248,-41.3474,1981,AR
Leopardus guigna,2021-05-04,Felidae,-71.80874,-41.08162,1983,AR
Leopardus guigna,2021-05-04,Felidae,-71.71619,-40.14131,2008,AR
Leopardus guigna,2021-05-04,Felidae,-71.24047,-39.1479,2007,AR
Leopardus guigna,2021-05-04,Felidae,-71.24047,-39.1479,2007,AR
Leopardus guigna,2021-05-04,Felidae,-71.6525,-42.61541,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.65129,-42.61652,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.65646,-42.62022,1997,AR
Leopardus guigna,2021-05-04,Felidae,-71.66677,-42.63594,1997,AR
Leopardus guigna,2021-05-04,Felidae,-71.60954,-42.09565,2005,AR
Leopardus guigna,2021-05-04,Felidae,-71.51444,-41.35656,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.80008,-41.04262,1984,AR
Leopardus guigna,2021-05-04,Felidae,-71.75248,-41.3474,1981,AR
Leopardus guigna,2021-05-04,Felidae,-71.80874,-41.08162,1983,AR
Leopardus guigna,2021-05-04,Felidae,-71.49447,-40.62746,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.71619,-40.14131,2008,AR
Leopardus guigna,2021-05-04,Felidae,-71.24047,-39.1479,2007,AR
Leopardus guigna,2021-05-04,Felidae,-71.24047,-39.1479,2007,AR
Leopardus guigna,2021-05-04,Felidae,-71.6525,-42.61541,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.65129,-42.61652,1998,AR
Leopardus guigna,2021-05-04,Felidae,-71.65646,-42.62022,1997,AR
Leopardus guigna,2021-05-04,Felidae,-71.66677,-42.63594,1997,AR
