family,species,lon,lat,year,country
Felidae,Leopardus guttulus,-40.600278,-19.935556,1991,BR
Felidae,Leopardus guttulus,-40.600278,-19.935556,1990,BR
Felidae,Leopardus guttulus,-40.600278,-19.935556,1954,BR
Felidae,Leopardus guttulus,-40.630556,-19.539444,1988,BR
Felidae,Leopardus tigrinus,-66.87,10.55,1965,VE
Felidae,Leopardus tigrinus,-62.37,7.18,1966,VE
Felidae,Leopardus tigrinus,-73.0987,6.13823,1997,CO
Felidae,Leopardus tigrinus,-76.541389,3.785,2013,CO
Felidae,Leopardus tigrinus,-59.51666,2.83333,1966,GY
Felidae,Leopardus tigrinus,-59.51666,2.83333,1963,GY
Felidae,Leopardus tigrinus,-59.51666,2.83333,1962,GY
Felidae,Leopardus tigrinus,-59.08242,2.83333,1963,GY
Felidae,Leopardus tigrinus,-59.08242,2.83333,1973,GY
Felidae,Leopardus geoffroyi,-56.48333,-34.2,1973,UY
Felidae,Leopardus geoffroyi,-59.18333,-23.2,1972,PY
Felidae,Leopardus geoffroyi,-59.18333,-23.2,1973,PY
Felidae,Leopardus geoffroyi,-67.694351,-48.402344,1925,AR
Felidae,Leopardus tigrinus,-77.01,2.24,1959,CO
Felidae,Leopardus geoffroyi,-56.710396,-36.805436,2015,AR
Felidae,Leopardus guigna,-73.05,-41.1167,1954,CL
Felidae,Leopardus guigna,-73.05,-41.1167,1954,CL
Felidae,Leopardus geoffroyi,-82.9167,39.9833,1987,US
Felidae,Leopardus geoffroyi,-82.9167,39.9833,1987,US
Felidae,Leopardus geoffroyi,-82.9167,39.9833,1987,US
Felidae,Leopardus guigna,-72.71667,-37.8,1932,CL
Felidae,Leopardus guigna,-72.38333,-38.05,1947,CL
Felidae,Leopardus guigna,-73.15,-40.56667,1949,CL
Felidae,Leopardus guigna,-72.6524380546104,-37.85369599700052,1961,CL
Felidae,Leopardus guigna,-72.6524380546104,-37.85369599700052,1961,CL
Felidae,Leopardus guigna,-72.71667,-37.8,1943,CL
Felidae,Leopardus guigna,-72.98578970977609,-37.82035907020362,1952,CL
Felidae,Leopardus guigna,-72.6,-38.73333,1908,CL
Felidae,Leopardus guigna,-72.6524380546104,-37.85369599700052,1961,CL
Felidae,Leopardus guigna,-71.67176,-37.46667,1961,CL
Felidae,Leopardus geoffroyi,-71.85272232736165,-46.30370095302707,1965,CL
Felidae,Leopardus guigna,-72.71667,-37.8,1952,CL
Felidae,Leopardus geoffroyi,-58.04946,-38.00447,1968,AR
Felidae,Leopardus guigna,-72.71667,-37.8,NA,CL
Felidae,Leopardus guigna,-72.6191372006395,-38.78702647725321,1907,CL
Felidae,Leopardus geoffroyi,-63.533699,-37.747101,1995,AR
Felidae,Leopardus geoffroyi,-57.199921,-28.546171,2013,AR
Felidae,Leopardus geoffroyi,-57.22435,-28.636363,2009,AR
Felidae,Leopardus tigrinus,-41.2851,-11.28517,NA,BR
Felidae,Leopardus geoffroyi,-57.9,-34.9,NA,AR
Felidae,Leopardus geoffroyi,-59,-34.4,NA,AR
Felidae,Leopardus geoffroyi,-62,-33,NA,AR
Felidae,Leopardus geoffroyi,-62,-33,NA,AR
Felidae,Leopardus geoffroyi,-62,-33,NA,AR
Felidae,Leopardus tigrinus,-76.1156,4.255,NA,CO
Felidae,Leopardus tigrinus,-76.1156,4.255,1959,CO
Felidae,Leopardus tigrinus,-76.91142,1.229191,NA,CO
Felidae,Leopardus tigrinus,-76.91142,1.229191,NA,CO
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus tigrinus,-75.82,6.86,NA,CO
Felidae,Leopardus tigrinus,-75.68,6.92,NA,CO
Felidae,Leopardus tigrinus,-75.82,5.6,NA,CO
Felidae,Leopardus tigrinus,-75.15,7.07,NA,CO
Felidae,Leopardus tigrinus,-75.88,5.66,NA,CO
Felidae,Leopardus tigrinus,-75.91,6.73,NA,CO
Felidae,Leopardus tigrinus,-75.52,6.57,NA,CO
Felidae,Leopardus tigrinus,-75.4,6.49,NA,CO
Felidae,Leopardus tigrinus,-75.46,6.65,NA,CO
Felidae,Leopardus tigrinus,-75.61,5.75,NA,CO
Felidae,Leopardus tigrinus,-75.79,5.8,NA,CO
Felidae,Leopardus tigrinus,-75.42,6.97,NA,CO
Felidae,Leopardus tigrinus,-75.72,5.67,NA,CO
Felidae,Leopardus tigrinus,-75.67,6.61,NA,CO
Felidae,Leopardus tigrinus,-75.29,6.73,NA,CO
Felidae,Leopardus tigrinus,-75.07,6.91,NA,CO
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.13671,-25.13998,2004,AR
Felidae,Leopardus geoffroyi,-58.13051,-25.17069,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.13209,-25.17164,2004,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.3194,-31.85432,2006,AR
Felidae,Leopardus geoffroyi,-58.26967,-31.86357,2006,AR
Felidae,Leopardus guigna,-71.48766,-41.26081,2011,AR
Felidae,Leopardus guigna,-71.61294,-41.28661,2011,AR
Felidae,Leopardus guigna,-71.65805,-40.62861,2010,AR
Felidae,Leopardus guigna,-71.59201,-41.31251,2010,AR
Felidae,Leopardus guigna,-71.62463,-41.27776,2010,AR
Felidae,Leopardus guigna,-71.59282,-41.31111,2010,AR
Felidae,Leopardus guigna,-71.59064,-41.30885,2009,AR
Felidae,Leopardus geoffroyi,-58.01747,-27.99825,2010,AR
Felidae,Leopardus geoffroyi,-58.13364,-28.04739,2010,AR
Felidae,Leopardus geoffroyi,-58.00605,-28.00524,2010,AR
Felidae,Leopardus geoffroyi,-58.01608,-27.98166,2007,AR
Felidae,Leopardus geoffroyi,-58.05301,-28.01888,2007,AR
Felidae,Leopardus geoffroyi,-58.02002,-28.01567,2007,AR
Felidae,Leopardus geoffroyi,-61.80771,-24.31462,2010,AR
Felidae,Leopardus tigrinus,-53.85937,-25.67961,1994,AR
Felidae,Leopardus tigrinus,-54.45596,-25.68748,2000,AR
Felidae,Leopardus tigrinus,-54.50073,-25.66061,2002,AR
Felidae,Leopardus tigrinus,-54.44669,-25.68408,1999,AR
Felidae,Leopardus tigrinus,-54.44981,-25.68158,2003,AR
Felidae,Leopardus geoffroyi,-65.704859,-23.162614,NA,AR
Felidae,Leopardus geoffroyi,-60.026256,-37.15553,NA,AR
Felidae,Leopardus geoffroyi,-69.50004536325477,-50.11262070966001,1894,AR
Felidae,Leopardus geoffroyi,-69.50004536325477,-50.11262070966001,1894,AR
Felidae,Leopardus tigrinus,-76.95,2.666667,1958,CO
Felidae,Leopardus tigrinus,-76.416667,2.4,1955,CO
Felidae,Leopardus tigrinus,-76.4,2.5,1958,CO
Felidae,Leopardus tigrinus,-69.166664,-14.183333,1951,PE
Felidae,Leopardus tigrinus,-69.166664,-14.183333,NA,PE
Felidae,Leopardus tigrinus,-69.166664,-14.183333,1950,PE
Felidae,Leopardus tigrinus,-74.083333,4.6,1952,CO
Felidae,Leopardus tigrinus,-74.083333,4.6,1952,CO
Felidae,Leopardus tigrinus,-74.083333,4.6,1952,CO
Felidae,Leopardus tigrinus,-75.983333,1.616667,1951,CO
Felidae,Leopardus tigrinus,-75.316666,-11.05,1948,PE
Felidae,Leopardus geoffroyi,-62.333301,-22.450001,1945,PY
Felidae,Leopardus tigrinus,-75.533333,-10.066667,1913,PE
Felidae,Leopardus geoffroyi,-58.216667,-33.549999,1926,UY
Felidae,Leopardus guigna,-71.26667,-33.016666,1924,CL
Felidae,Leopardus guigna,-71.566666,-33.033333,1922,CL
Felidae,Leopardus geoffroyi,-69.01667,-33.566666,1923,AR
Felidae,Leopardus geoffroyi,-65.707947,-24.116671,1923,AR
Felidae,Leopardus guigna,-74.116669,-43.349998,1923,CL
Felidae,Leopardus guigna,-72.400001,-39.849998,1923,CL
Felidae,Leopardus tigrinus,-45.25,-5.5,1924,BR
Felidae,Leopardus guttulus,-43.233334,-22.9,NA,BR
Felidae,Leopardus tigrinus,-76.883333,2.533333,1955,CO
Felidae,Leopardus guttulus,-47.75,-24.25,1961,BR
Felidae,Leopardus tigrinus,-54.853077999999996,-26.822228,NA,AR
Felidae,Leopardus geoffroyi,-71.5196,-42.06511,NA,AR
Felidae,Leopardus guigna,-71.529584,-41.973000999999996,NA,AR
Felidae,Leopardus geoffroyi,-65.638542,-38.006246,NA,AR
Felidae,Leopardus geoffroyi,-65.839989,-37.154277,NA,AR
Felidae,Leopardus geoffroyi,-58.148254,-34.790854,NA,AR
Felidae,Leopardus geoffroyi,-65.510786,-36.265284,NA,AR
Felidae,Leopardus geoffroyi,-65.839989,-37.154277,NA,AR
Felidae,Leopardus geoffroyi,-71.350746,-40.155819,NA,AR
Felidae,Leopardus geoffroyi,-64.115833,-29.864645,NA,AR
Felidae,Leopardus tigrinus,-55.83608,-25.258146,1932,PY
Felidae,Leopardus tigrinus,-48.72427,-24.536493,1929,BR
Felidae,Leopardus tigrinus,-55.83608,-25.258146,1932,PY
Felidae,Leopardus geoffroyi,-58,-23,NA,PY
Felidae,Leopardus geoffroyi,-58,-23,NA,PY
Felidae,Leopardus tigrinus,-56.087463,-32.546059,NA,UY
Felidae,Leopardus tigrinus,-71.174284,8.562993,1921,VE
Felidae,Leopardus tigrinus,-48.109189,-24.524876,1929,BR
Felidae,Leopardus tigrinus,-55.83608,-25.258146,1932,PY
Felidae,Leopardus tigrinus,-55.83608,-25.258146,1931,PY
Felidae,Leopardus geoffroyi,-58,-23,NA,PY
Felidae,Leopardus guigna,-71.540802,-36.782606,NA,CL
Felidae,Leopardus tigrinus,-48.109189,-24.524876,1929,BR
Felidae,Leopardus guigna,-71.59064,-41.30885,2009,AR
Felidae,Leopardus guigna,-71.59064,-41.30885,2009,AR
Felidae,Leopardus guigna,-71.80008,-41.04262,1984,AR
Felidae,Leopardus guigna,-71.75248,-41.3474,1981,AR
Felidae,Leopardus guigna,-71.80874,-41.08162,1983,AR
Felidae,Leopardus guigna,-71.71619,-40.14131,2008,AR
Felidae,Leopardus guigna,-71.24047,-39.1479,2007,AR
Felidae,Leopardus guigna,-71.24047,-39.1479,2007,AR
Felidae,Leopardus guigna,-71.6525,-42.61541,1998,AR
Felidae,Leopardus guigna,-71.65129,-42.61652,1998,AR
Felidae,Leopardus guigna,-71.65646,-42.62022,1997,AR
Felidae,Leopardus guigna,-71.66677,-42.63594,1997,AR
Felidae,Leopardus geoffroyi,-60.04999,-25.0627,NA,AR
Felidae,Leopardus geoffroyi,-59.34995,-25.5667,NA,AR
Felidae,Leopardus tigrinus,-54.64959,-27.0333,NA,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus geoffroyi,-58.08139,-25.02649,2007,AR
Felidae,Leopardus tigrinus,-53.85937,-25.67961,1994,AR
Felidae,Leopardus tigrinus,-54.45596,-25.68748,2000,AR
Felidae,Leopardus tigrinus,-54.50073,-25.66061,2002,AR
Felidae,Leopardus tigrinus,-54.44669,-25.68408,1999,AR
Felidae,Leopardus tigrinus,-54.44981,-25.68158,2003,AR
Felidae,Leopardus geoffroyi,-58.13671,-25.13998,2004,AR
Felidae,Leopardus geoffroyi,-58.13051,-25.17069,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.17324,-25.12037,2004,AR
Felidae,Leopardus geoffroyi,-58.13209,-25.17164,2004,AR
Felidae,Leopardus geoffroyi,-58.29681,-31.90596,2007,AR
Felidae,Leopardus geoffroyi,-58.2132,-31.86849,2007,AR
Felidae,Leopardus geoffroyi,-58.2695,-31.86338,2007,AR
Felidae,Leopardus geoffroyi,-58.09979,-28.03615,2008,AR
Felidae,Leopardus geoffroyi,-58.09515,-28.00928,2009,AR
Felidae,Leopardus geoffroyi,-58.01498,-27.99913,2006,AR
Felidae,Leopardus geoffroyi,-58.13038,-28.04515,2004,AR
Felidae,Leopardus geoffroyi,-58.09669,-28.03335,2004,AR
Felidae,Leopardus geoffroyi,-58.12214,-28.04064,2004,AR
Felidae,Leopardus geoffroyi,-58.00348,-28.0007,2006,AR
Felidae,Leopardus geoffroyi,-58.01753,-27.9989,2008,AR
Felidae,Leopardus geoffroyi,-58.00961,-27.96612,2009,AR
Felidae,Leopardus geoffroyi,-60.56321,-31.68037,2007,AR
Felidae,Leopardus geoffroyi,-60.45405,-31.50828,2007,AR
Felidae,Leopardus geoffroyi,-60.47598,-31.52232,2006,AR
Felidae,Leopardus geoffroyi,-60.30326,-31.33258,2003,AR
Felidae,Leopardus geoffroyi,-60.38849,-31.76114,2005,AR
Felidae,Leopardus geoffroyi,-60.80003,-31.93334,1950,AR
Felidae,Leopardus geoffroyi,-61.37036,-24.49254,1995,AR
Felidae,Leopardus geoffroyi,-60.38317,-30.1121,1937,AR
Felidae,Leopardus geoffroyi,-60.38317,-30.1121,1937,AR
Felidae,Leopardus geoffroyi,-60.13837,-30.44977,1967,AR
Felidae,Leopardus geoffroyi,-60.13837,-30.44977,1966,AR
Felidae,Leopardus geoffroyi,-60.81134,-31.72488,2008,AR
Felidae,Leopardus geoffroyi,-60.61248,-32.05227,NA,AR
Felidae,Leopardus geoffroyi,-60.46892,-31.51279,NA,AR
Felidae,Leopardus geoffroyi,-60.23602,-31.22981,2005,AR
Felidae,Leopardus geoffroyi,-60.68169,-31.59919,NA,AR
Felidae,Leopardus tigrinus,-54.45527,-25.68159,2004,AR
Felidae,Leopardus tigrinus,-54.16541,-25.69786,2006,AR
Felidae,Leopardus tigrinus,-54.44971,-25.68405,2003,AR
Felidae,Leopardus tigrinus,-54.8,-26.61667,NA,AR
Felidae,Leopardus tigrinus,-54.8,-26.61667,NA,AR
Felidae,Leopardus tigrinus,-54.8,-26.61667,NA,AR
Felidae,Leopardus geoffroyi,-58.862937,-34.173237,NA,AR
Felidae,Leopardus geoffroyi,-60.026256,-37.15553,NA,AR
Felidae,Leopardus geoffroyi,-59.507685,-33.808295,NA,AR
Felidae,Leopardus geoffroyi,-63.402237,-27.717321,NA,AR
Felidae,Leopardus geoffroyi,-71.142877,-41.043629,NA,AR
Felidae,Leopardus geoffroyi,-71.07354,-39.94722,NA,AR
Felidae,Leopardus geoffroyi,-61.75874,-38.125673,NA,AR
Felidae,Leopardus geoffroyi,-61.75874,-38.125673,NA,AR
Felidae,Leopardus geoffroyi,-61.75874,-38.125673,NA,AR
Felidae,Leopardus geoffroyi,-65.704859,-23.162614,NA,AR
Felidae,Leopardus geoffroyi,-61.706575,-23.570515,NA,AR
Felidae,Leopardus geoffroyi,-65.284731,-36.19384,NA,AR
Felidae,Leopardus geoffroyi,-60.026256,-37.15553,NA,AR
Felidae,Leopardus geoffroyi,-64.578601,-32.124566,NA,AR
Felidae,Leopardus geoffroyi,-64.578601,-32.124566,NA,AR
Felidae,Leopardus geoffroyi,-64.578601,-32.124566,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-63.339353,-23.24864,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-67.511691,-29.857547,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-64.466776,-31.298316,NA,AR
Felidae,Leopardus geoffroyi,-60.894165,-26.034903,NA,AR
Felidae,Leopardus geoffroyi,-62.026107,-24.232299,NA,AR
Felidae,Leopardus geoffroyi,-58.416453,-34.578589,NA,AR
Felidae,Leopardus geoffroyi,-58.930607,-34.303025,NA,AR
Felidae,Leopardus geoffroyi,-65.444364,-31.371524,NA,AR
Felidae,Leopardus geoffroyi,-58.869773,-34.230186,NA,AR
Felidae,Leopardus geoffroyi,-58.148254,-34.790854,NA,AR
Felidae,Leopardus geoffroyi,-58.148254,-34.790854,NA,AR
Felidae,Leopardus geoffroyi,-59.857024,-25.212188,NA,AR
Felidae,Leopardus tigrinus,-54.277707,-26.767171,NA,AR
Felidae,Leopardus geoffroyi,-65.833121,-36.183213,NA,AR
Felidae,Leopardus tigrinus,-54.687832,-27.02369,NA,AR
Felidae,Leopardus tigrinus,-54.753515,-26.566243,NA,AR
Felidae,Leopardus geoffroyi,-59.861146,-37.004121,NA,AR
Felidae,Leopardus geoffroyi,-59.333948,-25.564091,NA,AR
Felidae,Leopardus geoffroyi,-59.197347,-34.044406,NA,AR
Felidae,Leopardus geoffroyi,-59.110913,-34.560336,NA,AR
Felidae,Leopardus geoffroyi,-60.026256,-37.15553,NA,AR
Felidae,Leopardus geoffroyi,-68.492917,-38.252319,NA,AR
Felidae,Leopardus geoffroyi,-65.521165,-38.005809,NA,AR
Felidae,Leopardus geoffroyi,-65.704859,-23.162614,NA,AR
Felidae,Leopardus geoffroyi,-68.225397,-29.31454,NA,AR
Felidae,Leopardus geoffroyi,-68.225397,-29.31454,NA,AR
Felidae,Leopardus geoffroyi,-64.770744,-23.776382,NA,AR
Felidae,Leopardus geoffroyi,-58.436334,-34.608724,NA,AR
Felidae,Leopardus geoffroyi,-58.436334,-34.608724,NA,AR
Felidae,Leopardus geoffroyi,-55.535604,-27.315833,NA,AR
Felidae,Leopardus geoffroyi,-67.521068,-28.921099,NA,AR
Felidae,Leopardus geoffroyi,-67.521068,-28.921099,NA,AR
Felidae,Leopardus geoffroyi,-67.521068,-28.921099,NA,AR
Felidae,Leopardus geoffroyi,-68.225397,-29.31454,NA,AR
Felidae,Leopardus geoffroyi,-64.80835,-24.07105,NA,AR
Felidae,Leopardus geoffroyi,-58.591117,-34.419126,NA,AR
Felidae,Leopardus guigna,-71.60954,-42.09565,2005,AR
Felidae,Leopardus guigna,-71.51444,-41.35656,1998,AR
Felidae,Leopardus guigna,-71.80008,-41.04262,1984,AR
Felidae,Leopardus guigna,-71.75248,-41.3474,1981,AR
Felidae,Leopardus guigna,-71.80874,-41.08162,1983,AR
Felidae,Leopardus guigna,-71.49447,-40.62746,1998,AR
Felidae,Leopardus geoffroyi,-58.09979,-28.03615,2008,AR
Felidae,Leopardus geoffroyi,-58.09515,-28.00928,2009,AR
Felidae,Leopardus geoffroyi,-58.01498,-27.99913,2006,AR
Felidae,Leopardus geoffroyi,-58.13038,-28.04515,2004,AR
Felidae,Leopardus geoffroyi,-58.09669,-28.03335,2004,AR
Felidae,Leopardus geoffroyi,-58.12214,-28.04064,2004,AR
Felidae,Leopardus geoffroyi,-58.00348,-28.0007,2006,AR
Felidae,Leopardus geoffroyi,-58.01753,-27.9989,2008,AR
Felidae,Leopardus geoffroyi,-58.00961,-27.96612,2009,AR
Felidae,Leopardus guigna,-71.71619,-40.14131,2008,AR
Felidae,Leopardus guigna,-71.24047,-39.1479,2007,AR
Felidae,Leopardus guigna,-71.24047,-39.1479,2007,AR
Felidae,Leopardus guigna,-71.6525,-42.61541,1998,AR
Felidae,Leopardus guigna,-71.65129,-42.61652,1998,AR
Felidae,Leopardus guigna,-71.65646,-42.62022,1997,AR
Felidae,Leopardus guigna,-71.66677,-42.63594,1997,AR
Felidae,Leopardus tigrinus,-54.45527,-25.68159,2004,AR
Felidae,Leopardus tigrinus,-54.44971,-25.68405,2003,AR
Felidae,Leopardus geoffroyi,-65.521165,-38.005809,NA,AR
Felidae,Leopardus geoffroyi,-64.792924,-28.370212,NA,AR
Felidae,Leopardus geoffroyi,-64.501772,-30.926783,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-69.105762,-33.024704,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-65.90971,-41.146245,NA,AR
Felidae,Leopardus geoffroyi,-65.638542,-38.006246,NA,AR
Felidae,Leopardus geoffroyi,-65.638542,-38.006246,NA,AR
Felidae,Leopardus geoffroyi,-65.597159,-37.969601,NA,AR
Felidae,Leopardus geoffroyi,-67.521068,-28.921099,NA,AR
Felidae,Leopardus geoffroyi,-65.049217,-32.216397,NA,AR
Felidae,Leopardus geoffroyi,-67.885336,-43.993755,NA,AR
Felidae,Leopardus geoffroyi,-65.588325,-27.35187,NA,AR
Felidae,Leopardus geoffroyi,-59.314875,-33.139224,NA,AR
Felidae,Leopardus geoffroyi,-66.879552,-30.044712,NA,AR
Felidae,Leopardus geoffroyi,-66.879552,-30.044712,NA,AR
Felidae,Leopardus geoffroyi,-64.251912,-23.268447,NA,AR
Felidae,Leopardus geoffroyi,-64.573193,-31.908587,NA,AR
Felidae,Leopardus tigrinus,-80.033,-2.167,1991,EC
Felidae,Leopardus tigrinus,-79.583,-1.333,1991,EC
Felidae,Leopardus tigrinus,-80.717,-1.567,1991,EC
Felidae,Leopardus tigrinus,-59.25,3.25,1993,GY
Felidae,Leopardus tigrinus,-79.35,-2.567,1991,EC
Felidae,Leopardus tigrinus,-76.133,-9.633,1975,PE
Felidae,Leopardus tigrinus,-83.526,9.474,1967,CR
Felidae,Leopardus tigrinus,-83.667,9.5,1967,CR
