gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2963783619	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/63359839	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Mendoza	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-32.318385	-67.913444	125.0						2018-10-02T11:18:00	2	10	2018	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	63359839		pablisola	2020-10-24T01:33:35	CC_BY_NC_4_0	pablisola	pablisola			2021-05-02T20:34:52.341Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2908266491	d0a90634-21fb-4c76-9081-98bf3930ad7c	Brasil:MVV:Amostragem286	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus	tigrinus	SUBSPECIES	Leopardus tigrinus tigrinus	Leopardus tigrinus	Leopardus tigrinus (Schreber, 1775)	BR	Mineração Vale Verde - Projeto Serrote	Alagoas	PRESENT		f5fd374b-89cb-4ab6-b3eb-794c65f232c3	-9.6701	-36.7396							2019-12-16T00:00:00	16	12	2019	7059279	2434930	HUMAN_OBSERVATION	MVV				MANEFAU - Antonio Paulo da Silva Júnior, Willams Fagner Soares dos Santos, Rafael Cordeiro Soares, Rennys Alves Lima Bezerra, Fábio Angelo Melo, Thainá Lessa Pontes Silva, Marco Antônio Borges & Rennys Alves Lima Bezerra.		CC_BY_NC_4_0	Mineração Vale Verde do Brasil Ltda.	MANEFAU - Antonio Paulo da Silva Júnior, Willams Fagner Soares dos Santos, Rafael Cordeiro Soares, Rennys Alves Lima Bezerra, Fábio Angelo Melo, Thainá Lessa Pontes Silva, Marco Antônio Borges & Rennys Alves Lima Bezerra.			2021-03-09T09:18:42.618Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2901736633	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62685151	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guigna		SPECIES	Leopardus guigna (Molina, 1782)	Leopardus guigna		CL		Maule	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-35.295957	-71.324037	28706.0						2019-02-06T09:43:27	6	2	2019	2434923	2434923	HUMAN_OBSERVATION	iNaturalist	Observations	62685151		Benjamin Silva	2020-10-16T02:59:26	CC_BY_NC_4_0	veteverdesocial	veteverdesocial			2021-05-02T20:50:56.350Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2901675032	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/63030118	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guigna	tigrillo	SUBSPECIES	Leopardus guigna tigrillo (Schinz, 1844)	Leopardus guigna tigrillo		CL		Maule	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-35.222819	-71.207556	28706.0						2020-10-19T15:36:32	19	10	2020	6164524	2434923	HUMAN_OBSERVATION	iNaturalist	Observations	63030118		Ariel Cabrera Foix	2020-10-19T20:21:17	CC_BY_NC_4_0	veteverdesocial	veteverdesocial			2021-05-02T20:16:00.898Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883187581	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61886037	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		BR		Rio Grande do Sul	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-29.26927	-54.24777	122.0						2020-08-29T19:06:00	29	8	2020	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61886037		Giuliano Müller Brusco	2020-10-06T19:19:13	CC_BY_NC_4_0	Giuliano Müller Brusco	Giuliano Müller Brusco			2021-05-02T20:16:09.648Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883150864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61519506	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.233629	-61.005873	244.0						2002-02-16T09:59:00	16	2	2002	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61519506		Hugo Hulsberg	2020-10-02T23:21:37	CC_BY_NC_4_0	Hugo Hulsberg	Hugo Hulsberg			2021-05-02T20:35:16.822Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883072707	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61504560	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Entre Ríos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.387137	-60.063013	441.0						2020-06-25T11:23:00	25	6	2020	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61504560		Norberto Muzzachiodi	2020-10-02T20:05:18	CC_BY_NC_4_0	Norberto Muzzachiodi	Norberto Muzzachiodi			2021-05-02T20:16:00.914Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883058798	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61506068	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Entre Ríos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.633294	-59.860434	2638.0						2019-06-12T09:41:00	12	6	2019	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61506068		Norberto Muzzachiodi	2020-10-02T20:22:38	CC_BY_NC_4_0	Norberto Muzzachiodi	Norberto Muzzachiodi			2021-05-02T20:51:19.594Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883010869	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61527720	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		La Rioja	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-30.204292	-67.581792	122.0						2018-11-17T09:51:00	17	11	2018	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61527720		Hugo Hulsberg	2020-10-03T01:43:03	CC_BY_NC_4_0	Hugo Hulsberg	Hugo Hulsberg			2021-05-02T20:35:00.380Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2882970546	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61505211	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Entre Ríos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.646304	-59.842241	2638.0						2019-05-21T11:25:00	21	5	2019	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	61505211		Norberto Muzzachiodi	2020-10-02T20:13:06	CC_BY_NC_4_0	Norberto Muzzachiodi	Norberto Muzzachiodi			2021-05-02T20:35:25.703Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862529161	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58923539	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		EC		Pichincha	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-0.085994	-78.746578	31451.0						2020-01-29T19:55:36	29	1	2020	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	58923539		zacpfeifer	2020-09-08T04:17:41	CC_BY_NC_4_0	zacpfeifer	zacpfeifer			2021-05-02T20:51:05.648Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2860061970	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58084031	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		UY		Paysandú	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.971987	-57.851243	3156.0						2020-08-30T17:21:00	30	8	2020	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	58084031		lurtri	2020-08-30T21:41:24	CC_BY_NC_4_0	lurtri	lurtri			2021-05-02T20:52:16.443Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2856563298	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/57610084	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-30.207895	-61.151274	4.0						2019-10-20T04:57:00	20	10	2019	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	57610084		Museo CN del depto San Cristobal	2020-08-26T03:29:54	CC_BY_NC_4_0	Museo CN del depto San Cristobal	Museo CN del depto San Cristobal			2021-05-02T20:34:43.339Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2850877452	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/56983670	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Mendoza	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.281338	-68.637917	2012.0						2015-12-18T11:04:00	18	12	2015	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	56983670		pablisola	2020-08-20T00:09:49	CC_BY_NC_4_0	pablisola	pablisola			2021-05-02T20:15:55.195Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2850708510	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55599882	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		EC		Imbabura	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	0.332338	-78.531826	31451.0						2011-08-04T11:57:00	4	8	2011	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	55599882		Alex Reynolds	2020-08-06T15:04:03	CC_BY_NC_4_0	Alex Reynolds	Alex Reynolds			2021-05-02T20:15:55.244Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2850617269	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55413186	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		EC		Imbabura	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	0.372442	-78.535835	31451.0						2011-08-03T22:20:00	3	8	2011	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	55413186		Jaime Marcelo Aranda Sánchez	2020-08-06T14:40:09	CC_BY_NC_4_0	Alex Reynolds	Alex Reynolds			2021-05-02T20:34:59.983Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2840042525	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/63562411	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR	Argentina - Chubut - Punta Tombo		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-44.048496	-65.249133	100.0						2011-11-24T00:00:00	24	11	2011	2434942	2434942	HUMAN_OBSERVATION		Observations	OBS.63562411				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:23.970Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2840027229	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/122236133	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR	Argentina - Corrientes - Esteros del Iberá		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-28.544701	-57.196157	25.0						2016-08-07T00:00:00	7	8	2016	2434942	2434942	HUMAN_OBSERVATION		Observations	OBS.122236133				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:44.822Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2836201547	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/147863516	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR	Argentina - Corrientes - Esteros del Iberá		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-28.449393	-57.100067	1000.0						2011-07-15T00:00:00	15	7	2011	2434942	2434942	HUMAN_OBSERVATION		Observations	OBS.147863516				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:57.317Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2835188409	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/45036111	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR	Argentina - Corrientes		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-28.54291	-57.213364	999.0						2007-10-29T00:00:00	29	10	2007	2434942	2434942	HUMAN_OBSERVATION		Observations	OBS.45036111				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:32.180Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2823068112	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/53693825	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guigna	guigna	SUBSPECIES	Leopardus guigna guigna	Leopardus guigna guigna		CL		Los Lagos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-41.887522	-73.71259	27723.0						2016-02-26T00:00:00	26	2	2016	7193920	2434923	HUMAN_OBSERVATION	iNaturalist	Observations	53693825		Ariel Cabrera Foix	2020-07-21T15:50:14	CC_BY_NC_4_0	Rodrigo Silva C	Rodrigo Silva C			2021-05-02T20:34:32.413Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2818519798	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/52723670	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Corrientes	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-28.536053	-57.173456	1228.0						2007-11-07T16:57:00	7	11	2007	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	52723670		Patricia Mancilla Iglesias	2020-07-11T20:43:36	CC_BY_NC_4_0	Patricia Mancilla Iglesias	Patricia Mancilla Iglesias			2021-05-02T20:34:30.131Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2814364686	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/52094911	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-34.216749	-58.892878	504.0						2018-12-30T10:18:00	30	12	2018	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	52094911		María Belén Dri	2020-07-06T00:33:28	CC_BY_NC_4_0	María Belén Dri	María Belén Dri			2021-05-02T20:15:27.354Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2814152242	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/51796981	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-37.880343	-57.610187	15.0						2020-07-02T23:57:00	2	7	2020	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	51796981		Emiliano	2020-07-03T14:41:32	CC_BY_NC_4_0	Emiliano	Emiliano			2021-05-02T20:15:45.551Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2814075786	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/51705716	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guigna	tigrillo	SUBSPECIES	Leopardus guigna tigrillo (Schinz, 1844)	Leopardus guigna tigrillo		CL		Maule	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-35.319479	-71.36819	28706.0						2019-12-16T00:00:00	16	12	2019	6164524	2434923	HUMAN_OBSERVATION	iNaturalist	Observations	51705716		Ariel Cabrera Foix	2020-07-04T01:06:11	CC_BY_NC_4_0	mauricioval	mauricioval			2021-05-02T20:52:07.773Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2813938745	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/50465478	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guttulus		SPECIES	Leopardus guttulus (Hensel, 1872)	Leopardus guttulus		BR		São Paulo	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-22.87518	-46.74273	30237.0						2020-06-21T16:59:57	21	6	2020	7740958	7740958	HUMAN_OBSERVATION	iNaturalist	Observations	50465478		geoffmiller	2020-06-21T21:21:35	CC_BY_NC_4_0	larsjaner	larsjaner			2021-05-02T20:34:42.240Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2803037518	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/50343081	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Santa Fe	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-31.398978	-60.878127	4.0						2020-06-20T10:17:00	20	6	2020	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	50343081		Pablo H Capovilla	2020-06-20T23:52:52	CC_BY_4_0	Pablo H Capovilla	Pablo H Capovilla			2021-05-02T20:34:35.681Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2802791955	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/50710263	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus guigna		SPECIES	Leopardus guigna (Molina, 1782)	Leopardus guigna		CL		Maule	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-35.925985	-72.538199	28620.0						2020-06-19T11:45:00	19	6	2020	2434923	2434923	HUMAN_OBSERVATION	iNaturalist	Observations	50710263		jcarolagos	2020-06-23T21:34:57	CC_BY_NC_4_0	jcarolagos	jcarolagos			2021-05-02T20:15:27.276Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2634326910	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/48182736	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-37.586645	-58.671937	15.0						2018-03-01T17:29:00	1	3	2018	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	48182736		Edgar Romeo	2020-06-01T23:57:24	CC_BY_NC_4_0	Edgar Romeo	Edgar Romeo			2021-05-02T20:34:28.806Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2634243772	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/46681799	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		EC		Imbabura	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	0.391808	-78.071014	68218.0						2014-02-18T03:55:00	18	2	2014	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	46681799		Andres Laguna	2020-05-21T02:49:05	CC_BY_NC_4_0	Andres Laguna	Andres Laguna			2021-05-02T20:51:40.475Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2634138827	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/48182737	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-37.747373	-58.760808	8.0						2016-08-20T17:17:00	20	8	2016	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	48182737		Edgar Romeo	2020-06-01T23:57:24	CC_BY_NC_4_0	Edgar Romeo	Edgar Romeo			2021-05-02T20:50:41.027Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2634012567	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/42479859	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-36.597613	-56.734121	47.0						2015-01-05T00:36:00	5	1	2015	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	42479859		Pablo Preliasco	2020-04-18T15:40:33	CC_BY_NC_4_0	Pablo Preliasco	Pablo Preliasco			2021-05-02T20:15:11.509Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2633985524	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/42479848	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus geoffroyi		SPECIES	Leopardus geoffroyi (d'Orbigny & Gervais, 1844)	Leopardus geoffroyi		AR		Buenos Aires	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-36.595994	-56.734164	170.0						2015-01-02T17:34:00	2	1	2015	2434942	2434942	HUMAN_OBSERVATION	iNaturalist	Observations	42479848		Pablo Preliasco	2020-04-18T15:40:26	CC_BY_NC_4_0	Pablo Preliasco	Pablo Preliasco			2021-05-02T20:15:02.277Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2631128600	8c7b97ad-3d84-4793-ab27-f1faf41e1f20	IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:1356	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus	Schreber, 1775	CO	Venado	Putumayo	PRESENT		2a7e3080-28a9-11dd-97cd-b8a03c50a862	0.64538	-77.12546			791.0	0.0			2019-09-13T00:00:00	13	9	2019	2434930	2434930	MACHINE_OBSERVATION	Instituto de Investigaci—n de Recursos Biol—gicos Alexander von Humboldt (IAvH)	Instituto de Investigaci—n de Recursos Biol—gicos Alexander von Humboldt (IAvH)		Venado2_2163_09130081.JPG	Adriana Restrepo	2020-01-01T00:00:00	CC_BY_NC_4_0		Adriana Restrepo			2021-03-09T09:27:28.757Z		INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2626666100	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/46628900	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		EC		Imbabura	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	0.258119	-78.076213	68218.0						2018-12-19T03:55:00	19	12	2018	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	46628900		Andres Laguna	2020-05-20T18:20:34	CC_BY_NC_4_0	Andres Laguna	Andres Laguna			2021-05-02T20:15:05.150Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
